agoda,london,22,528664,83
agoda,london,23,297850,-1
agoda,london,24,75355,168
agoda,london,25,4298,111
agoda,london,26,11049,363
agoda,london,27,127442,267
agoda,london,28,43030,189
agoda,london,29,624519,671
agoda,london,30,88990,158
agoda,london,31,84207,185
agoda,london,32,302584,246
hotels,london,0,129344,417
hotels,london,1,144800,114
hotels,london,2,359069,-1
hotels,london,3,172215,111
hotels,london,4,238167,146
hotels,london,5,335698,228
hotels,london,6,224174,221
hotels,london,7,225005,205
hotels,london,8,122646,189
hotels,london,9,129344,417
hotels,london,10,172215,111
hotels,london,11,359069,-1
hotels,london,12,170486,157
hotels,london,13,414045,158
hotels,london,14,122649,160
hotels,london,15,224174,221
hotels,london,16,225005,205
hotels,london,17,114409,181
hotels,london,18,114409,181
hotels,london,19,170486,157
hotels,london,20,359069,-1
hotels,london,21,192224,165
hotels,london,22,122649,160
hotels,london,23,286134,185
hotels,london,24,114408,188
hotels,london,25,240458,171
hotels,london,26,326855,218
hotels,london,27,419889,192
hotels,london,28,228199,-1
hotels,london,29,106702,218
agoda,frankfurt,0,11151,54
agoda,frankfurt,1,256787,50
agoda,frankfurt,2,143178,71
agoda,frankfurt,3,5862562,72
agoda,frankfurt,4,226714,42
agoda,frankfurt,5,96384,63
agoda,frankfurt,6,6010,81
agoda,frankfurt,7,277910,187
agoda,frankfurt,8,4645546,90
agoda,frankfurt,9,142483,68
agoda,frankfurt,10,143181,105
agoda,frankfurt,11,78767,65
agoda,frankfurt,12,1292226,93
agoda,frankfurt,13,4861098,117
agoda,frankfurt,14,50604,102
agoda,frankfurt,15,189753,99
agoda,frankfurt,16,2316,110
agoda,frankfurt,17,3375,132
agoda,frankfurt,18,72145,93
agoda,frankfurt,19,230598,139
agoda,frankfurt,20,11148,49
agoda,frankfurt,21,4949729,112
agoda,frankfurt,22,246938,50
agoda,frankfurt,23,143237,-1
agoda,frankfurt,24,49481,94
agoda,frankfurt,25,5167518,93
agoda,frankfurt,26,143223,22
agoda,frankfurt,27,4645571,71
agoda,frankfurt,28,11150,56
agoda,frankfurt,29,67207,55
agoda,frankfurt,30,199919,74
agoda,frankfurt,31,2096385,183
agoda,frankfurt,32,344238,97
booking,frankfurt,0,67444,66
booking,frankfurt,1,2324969,59
booking,frankfurt,2,4362850,-1
booking,frankfurt,3,1715814,80
booking,frankfurt,4,2700480,76
booking,frankfurt,5,3943415,87
booking,frankfurt,6,22265,100
booking,frankfurt,7,64011,142
booking,frankfurt,8,62128,100
booking,frankfurt,9,61693,-1
booking,frankfurt,10,61841,123
booking,frankfurt,11,74612,122
booking,frankfurt,12,4234023,80
booking,frankfurt,13,3940129,75
booking,frankfurt,14,60931,84
booking,frankfurt,15,60607,44
booking,frankfurt,16,61850,-1
booking,frankfurt,17,60103,132
booking,frankfurt,18,60973,120
booking,frankfurt,19,3346812,89
booking,frankfurt,20,61555,87
booking,frankfurt,21,1935889,100
booking,frankfurt,22,1257300,69
booking,frankfurt,23,3660947,-1
booking,frankfurt,24,1840728,67
booking,frankfurt,25,61551,80
booking,frankfurt,26,61625,67
booking,frankfurt,27,2294101,69
booking,frankfurt,28,66126,170
booking,frankfurt,29,319729,85
booking,frankfurt,30,2469225,-1
booking,frankfurt,31,1442849,111
booking,frankfurt,32,60549,63
booking,frankfurt,33,2820109,74
booking,frankfurt,34,61459,61
hotels,frankfurt,0,266612,84
hotels,frankfurt,1,622452608,88
hotels,frankfurt,2,365030,-1
hotels,frankfurt,3,891670432,64
hotels,frankfurt,4,630567040,71
hotels,frankfurt,5,438434,75
hotels,frankfurt,6,397096128,84
hotels,frankfurt,7,123403,102
hotels,frankfurt,8,322715,79
hotels,frankfurt,9,484335,65
hotels,frankfurt,10,397096128,84
hotels,frankfurt,11,365030,-1
hotels,frankfurt,12,193937,78
hotels,frankfurt,13,630567040,71
hotels,frankfurt,14,851900160,93
hotels,frankfurt,15,266612,84
hotels,frankfurt,16,123403,102
hotels,frankfurt,17,193392,40
hotels,frankfurt,18,629961216,59
hotels,frankfurt,19,105481,46
hotels,frankfurt,20,365030,-1
hotels,frankfurt,21,740617504,83
hotels,frankfurt,22,891670432,64
hotels,frankfurt,23,119267,78
hotels,frankfurt,24,933289056,79
hotels,frankfurt,25,160899,49
hotels,frankfurt,26,523148416,93
hotels,frankfurt,27,294900,50
hotels,frankfurt,28,200809,-1
hotels,frankfurt,29,231603,97
agoda,amster,0,119055,529
agoda,amster,1,11258,252
agoda,amster,2,78755,303
agoda,amster,3,6831382,130
agoda,amster,4,6685,299
agoda,amster,5,149464,565
agoda,amster,6,11279,294
agoda,amster,7,3796535,469
agoda,amster,8,506394,199
agoda,amster,9,344180,199
agoda,amster,10,11493,285
agoda,amster,11,89697,163
agoda,amster,12,48817,212
agoda,amster,13,5750669,118
agoda,amster,14,304301,204
agoda,amster,15,1409,274
agoda,amster,16,446482,347
agoda,amster,17,50755,257
agoda,amster,18,11265,253
agoda,amster,19,291663,280
agoda,amster,20,50768,253
agoda,amster,21,293571,213
agoda,amster,22,43051,384
agoda,amster,23,1564116,413
agoda,amster,24,119120,322
agoda,amster,25,2159425,305
agoda,amster,26,3366914,333
agoda,amster,27,564365,209
agoda,amster,28,45072,255
agoda,amster,29,326306,113
agoda,amster,30,403868,288
agoda,amster,31,2970816,322
agoda,amster,32,11255,321
booking,amster,0,10919,323
booking,amster,1,11078,244
booking,amster,2,293614,-1
booking,amster,3,2293774,247
booking,amster,4,10885,312
booking,amster,5,10215,253
booking,amster,6,551687,301
booking,amster,7,11134,390
booking,amster,8,10663,364
booking,amster,9,10959,-1
booking,amster,10,10108,368
booking,amster,11,10160,234
booking,amster,12,11318,302
booking,amster,13,12016,268
booking,amster,14,401436,360
booking,amster,15,330457,291
booking,amster,16,406622,-1
booking,amster,17,1926560,231
booking,amster,18,10340,419
booking,amster,19,10098,251
booking,amster,20,2912244,318
booking,amster,21,10450,282
booking,amster,22,1042748,343
booking,amster,23,10909,-1
booking,amster,24,26263,239
booking,amster,25,1056044,340
booking,amster,26,1971081,211
booking,amster,27,545708,300
booking,amster,28,2089903,212
booking,amster,29,2337739,241
booking,amster,30,2593669,-1
booking,amster,31,10502,341
booking,amster,32,10670,262
booking,amster,33,456364,249
booking,amster,34,2193502,333
hotels,amster,0,448625,929
hotels,amster,1,553328,122
hotels,amster,2,127286,-1
hotels,amster,3,107163,260
hotels,amster,4,366666,241
hotels,amster,5,609025376,101
hotels,amster,6,510684576,235
hotels,amster,7,432309,173
hotels,amster,8,364506,280
hotels,amster,9,448625,929
hotels,amster,10,553328,122
hotels,amster,11,127286,-1
hotels,amster,12,609025376,101
hotels,amster,13,107163,260
hotels,amster,14,230076,260
hotels,amster,15,432309,173
hotels,amster,16,510684576,235
hotels,amster,17,364506,280
hotels,amster,18,364506,280
hotels,amster,19,455421,193
hotels,amster,20,127286,-1
hotels,amster,21,123513,294
hotels,amster,22,113690,294
hotels,amster,23,129315,212
hotels,amster,24,130948,261
hotels,amster,25,356682,173
hotels,amster,26,115076,253
hotels,amster,27,698674,233
hotels,amster,28,210689,-1
hotels,amster,29,432309,173
agoda,bangal,0,99047,38
agoda,bangal,1,1033289,122
agoda,bangal,2,5506377,66
agoda,bangal,3,305780,-1
agoda,bangal,4,1118904,34
agoda,bangal,5,444709,16
agoda,bangal,6,237354,49
agoda,bangal,7,109374,49
agoda,bangal,8,544794,67
agoda,bangal,9,8892,148
agoda,bangal,10,1061848,22
agoda,bangal,11,1785304,70
agoda,bangal,12,284090,62
agoda,bangal,13,285234,-1
agoda,bangal,14,109327,56
agoda,bangal,15,89392,47
agoda,bangal,16,109458,54
agoda,bangal,17,299158,58
agoda,bangal,18,165485,37
agoda,bangal,19,8898,129
agoda,bangal,20,255786,35
agoda,bangal,21,89396,34
agoda,bangal,22,1165176,71
agoda,bangal,23,983370,33
agoda,bangal,24,2259425,46
agoda,bangal,25,159079,65
agoda,bangal,26,344658,56
agoda,bangal,27,523054,37
agoda,bangal,28,186679,30
agoda,bangal,29,1265944,73
agoda,bangal,30,43719,129
agoda,bangal,31,255853,44
agoda,bangal,32,1363158,50
booking,bangal,0,2650933,31
booking,bangal,1,1058872,30
booking,bangal,2,4108780,-1
booking,bangal,3,4336097,16
booking,bangal,4,626201,23
booking,bangal,5,2008893,31
booking,bangal,6,316404,62
booking,bangal,7,2552279,34
booking,bangal,8,2283513,21
booking,bangal,9,2017602,-1
booking,bangal,10,4290815,19
booking,bangal,11,2995252,13
booking,bangal,12,3125229,18
booking,bangal,13,2984768,18
booking,bangal,14,4861899,22
booking,bangal,15,4535469,37
booking,bangal,16,3368911,-1
booking,bangal,17,4444323,58
booking,bangal,18,1888861,28
booking,bangal,19,4252162,15
booking,bangal,20,4637359,15
booking,bangal,21,1960104,19
booking,bangal,22,4831586,26
booking,bangal,23,4251834,-1
booking,bangal,24,1454742,16
booking,bangal,25,550151,18
booking,bangal,26,2221580,27
booking,bangal,27,2320197,27
booking,bangal,28,4336245,31
booking,bangal,29,3325130,19
booking,bangal,30,460709,-1
booking,bangal,31,3022220,19
booking,bangal,32,2320646,17
booking,bangal,33,1893361,20
booking,bangal,34,4303971,18
hotels,bangal,0,866318656,92
hotels,bangal,1,352769,63
hotels,bangal,2,326815,-1
hotels,bangal,3,858746240,23
hotels,bangal,4,439947,116
hotels,bangal,5,313310,61
hotels,bangal,6,439947,116
hotels,bangal,7,437727,141
hotels,bangal,8,250700,52
hotels,bangal,9,313310,61
hotels,bangal,10,866318656,92
hotels,bangal,11,326815,-1
hotels,bangal,12,250700,52
hotels,bangal,13,439947,116
hotels,bangal,14,336231,103
hotels,bangal,15,437727,141
hotels,bangal,16,439947,116
hotels,bangal,17,699998,33
hotels,bangal,18,212379,90
hotels,bangal,19,364465,61
hotels,bangal,20,326815,-1
hotels,bangal,21,325326,65
hotels,bangal,22,858746240,23
hotels,bangal,23,318756,36
hotels,bangal,24,470467,49
hotels,bangal,25,276446,61
hotels,bangal,26,460981,69
hotels,bangal,27,352769,63
hotels,bangal,28,546948,-1
hotels,bangal,29,622242272,57
agoda,singap,0,2256959,130
agoda,singap,1,1623679,255
agoda,singap,2,522329,125
agoda,singap,3,5780719,41
agoda,singap,4,289410,92
agoda,singap,5,10593,106
agoda,singap,6,185945,318
agoda,singap,7,10587,113
agoda,singap,8,10580,134
agoda,singap,9,128838,447
agoda,singap,10,10610,136
agoda,singap,11,71554,57
agoda,singap,12,10603,152
agoda,singap,13,5873591,38
agoda,singap,14,10602,129
agoda,singap,15,10617,123
agoda,singap,16,2190890,143
agoda,singap,17,410039,93
agoda,singap,18,1192785,95
agoda,singap,19,1266232,44
agoda,singap,20,10592,162
agoda,singap,21,10590,93
agoda,singap,22,408464,81
agoda,singap,23,782286,70
agoda,singap,24,460426,137
agoda,singap,25,10628,142
agoda,singap,26,44923,92
agoda,singap,27,706535,152
agoda,singap,28,165693,85
agoda,singap,29,1411720,102
agoda,singap,30,1105091,88
agoda,singap,31,91266,165
agoda,singap,32,343464,35
hotels,singap,0,995028672,203
hotels,singap,1,533852192,255
hotels,singap,2,630287264,-1
hotels,singap,3,1104921696,42
hotels,singap,4,309315,132
hotels,singap,5,118565,128
hotels,singap,6,273408,196
hotels,singap,7,140371,120
hotels,singap,8,547491,75
hotels,singap,9,533852192,255
hotels,singap,10,1104921696,42
hotels,singap,11,630287264,-1
hotels,singap,12,270613,139
hotels,singap,13,887741568,23
hotels,singap,14,309315,132
hotels,singap,15,273408,196
hotels,singap,16,140371,120
hotels,singap,17,717373088,22
hotels,singap,18,431090368,100
hotels,singap,19,115140,92
hotels,singap,20,630287264,-1
hotels,singap,21,307714,84
hotels,singap,22,114214,81
hotels,singap,23,476948064,110
hotels,singap,24,372519,118
hotels,singap,25,717373088,22
hotels,singap,26,421327,174
hotels,singap,27,136150,132
hotels,singap,28,105478,-1
hotels,singap,29,116693,182
booking,singap,0,341057,14
booking,singap,1,1100821,80
booking,singap,2,1517823,-1
booking,singap,3,245881,319
booking,singap,4,2402495,130
booking,singap,5,25104,180
booking,singap,6,1704897,110
booking,singap,7,25126,125
booking,singap,8,25096,170
booking,singap,9,497122,-1
booking,singap,10,175614,105
booking,singap,11,4162163,209
booking,singap,12,440342,84
booking,singap,13,25151,303
booking,singap,14,468304,102
booking,singap,15,25028,136
booking,singap,16,257028,-1
booking,singap,17,1727755,100
booking,singap,18,25152,87
booking,singap,19,25125,134
booking,singap,20,2362674,162
booking,singap,21,25086,174
booking,singap,22,1328919,86
booking,singap,23,49705,-1
booking,singap,24,25042,134
booking,singap,25,539188,137
booking,singap,26,261274,483
booking,singap,27,262704,90
booking,singap,28,175600,142
booking,singap,29,261227,180
booking,singap,30,324649,-1
booking,singap,31,25089,144
booking,singap,32,400717,151
booking,singap,33,25164,101
booking,singap,34,452876,120
